,value,trip_class,show_to_aff,return_date,origin,number_of_changes,gate,found_at,duration,distance,destination,depart_date,actual,snapshot_on
0,9.83,0,True,2020-03-12,WRO,0,Ryanair,2020-02-19T11:03:56.881579,130,379,GDN,2020-03-10,True,2020-02-19
1,11.01,0,True,2020-03-04,DUB,0,Ryanair,2020-02-17T12:43:47.064177,160,431,LON,2020-03-03,True,2020-02-19
2,11.26,0,True,2020-02-29,STO,0,Ryanair,2020-02-18T12:00:33.080296,150,498,GDN,2020-02-25,True,2020-02-19
3,13.22,0,True,2020-03-10,LON,0,Ryanair,2020-02-18T13:41:44.017160,170,431,DUB,2020-03-10,True,2020-02-19
4,13.22,0,True,2020-03-04,BHX,0,Ryanair,2020-02-18T13:27:02.979166,135,321,DUB,2020-03-03,True,2020-02-19
5,14.99,0,True,2020-03-02,GDN,0,Ryanair,2020-02-18T12:28:29.677512,150,498,STO,2020-02-28,True,2020-02-19
6,15.84,0,True,2020-03-08,LON,0,Ryanair,2020-02-18T13:53:53.957162,245,976,MIL,2020-02-25,True,2020-02-19
7,15.84,0,True,2020-03-07,LON,0,Ryanair,2020-02-18T22:15:07.828403,210,815,LYS,2020-02-29,True,2020-02-19
8,15.89,0,True,2020-06-22,SCL,0,Trip.com,2020-02-18T21:47:15.979701,119,388,LSC,2020-06-20,True,2020-02-19
9,16.48,0,True,2020-04-03,BTS,0,Ryanair,2020-02-16T13:47:45.724259,155,647,INI,2020-03-27,True,2020-02-19
10,16.64,0,True,2020-03-22,RIO,1,Biletix,2020-02-18T17:52:30.731675,730,373,BHZ,2020-03-21,True,2020-02-19
11,16.76,0,True,2020-03-03,GOT,0,Ryanair,2020-02-19T15:45:47.483546,240,1001,LON,2020-02-28,True,2020-02-19
12,16.86,0,True,2020-03-11,CPH,0,Ryanair,2020-02-19T18:26:43.794295,225,950,LON,2020-03-04,True,2020-02-19
13,16.97,0,True,2020-04-06,ASF,0,Utair,2020-02-19T15:00:23.915968,155,390,VOG,2020-04-04,True,2020-02-19
14,16.97,0,True,2020-02-25,VOG,0,Utair,2020-02-19T15:32:51.804833,175,390,ASF,2020-02-24,True,2020-02-19
15,17.08,0,True,2020-03-24,WAW,0,Ryanair,2020-02-19T18:31:14.348520,220,988,OSL,2020-03-20,True,2020-02-19
16,17.47,0,True,2020-03-09,GDN,0,Kiwi.com,2020-02-19T10:50:37.295502,180,782,OSL,2020-03-07,True,2020-02-19
17,17.5,0,True,2020-04-15,STW,0,Utair,2020-02-19T11:32:10.362099,150,266,AER,2020-04-05,True,2020-02-19
18,17.5,0,True,2020-05-10,AER,0,Utair,2020-02-19T11:50:34.545989,150,266,STW,2020-05-03,True,2020-02-19
19,17.55,0,True,2020-03-10,PAR,0,Ryanair,2020-02-18T17:24:40.171355,240,1112,BTS,2020-03-03,True,2020-02-19
