,value,trip_class,show_to_aff,return_date,origin,number_of_changes,gate,found_at,duration,distance,destination,depart_date,actual,snapshot_on
0,5.36,0,True,2020-04-13,JHB,0,Trip.com,2020-03-08T00:13:59.861638,105,251,KUL,2020-04-10,True,2020-03-07
1,9.01,0,True,2020-04-08,LGK,0,Trip.com,2020-03-07T17:39:07.031507,140,454,KUL,2020-04-01,True,2020-03-07
2,13.39,0,True,2020-09-13,SBW,0,Trip.com,2020-03-07T13:00:41.403025,160,607,BKI,2020-09-05,True,2020-03-07
3,13.7,0,True,2020-04-26,KUL,0,Trip.com,2020-03-05T10:16:01.510791,145,454,LGK,2020-04-25,True,2020-03-07
4,16.03,0,True,2020-06-29,ASF,0,Utair,2020-03-06T12:55:27.304107,155,390,VOG,2020-06-16,True,2020-03-07
5,16.03,0,True,2020-03-31,VOG,0,Utair,2020-03-05T05:10:22.649797,155,390,ASF,2020-03-27,True,2020-03-07
6,16.5,0,True,2020-03-29,LWN,0,City.Travel,2020-03-07T11:18:43.989511,285,82,EVN,2020-03-19,True,2020-03-07
7,17.06,0,True,2020-04-16,VLC,0,SuperSaver.ru,2020-03-07T18:41:54.111187,110,274,PMI,2020-04-11,True,2020-03-07
8,17.88,0,True,2020-04-18,LSC,0,Kiwi.com,2020-03-07T09:13:45.656199,122,388,SCL,2020-04-17,True,2020-03-07
9,18.01,0,True,2020-04-11,OMS,0,Utair,2020-03-07T19:40:19.821909,175,552,TJM,2020-04-04,True,2020-03-07
10,18.01,0,True,2020-04-27,TJM,0,Utair,2020-03-07T21:15:20.524483,175,552,OMS,2020-04-25,True,2020-03-07
11,18.07,0,True,2020-06-20,EVN,0,City.Travel,2020-03-04T06:08:08.540705,255,82,LWN,2020-05-20,True,2020-03-07
12,18.45,0,True,2020-05-09,KUL,0,Trip.com,2020-03-05T23:56:32.101770,130,385,KBR,2020-05-03,True,2020-03-07
13,18.68,0,True,2020-05-11,PEN,0,Trip.com,2020-03-06T07:28:59.193818,125,324,KUL,2020-05-07,True,2020-03-07
14,18.69,0,True,2020-05-06,KUL,0,Trip.com,2020-03-04T16:34:52.126102,120,324,PEN,2020-05-05,True,2020-03-07
15,19.22,0,True,2020-05-27,HKT,0,Trip.com,2020-03-07T02:31:38.967659,180,675,BKK,2020-05-25,True,2020-03-07
16,19.48,0,True,2020-05-18,BKI,0,Trip.com,2020-03-07T13:23:27.637914,110,274,TWU,2020-05-15,True,2020-03-07
17,19.68,0,True,2020-05-03,TGG,0,Trip.com,2020-03-04T09:36:09.389355,125,330,KUL,2020-05-02,True,2020-03-07
18,19.88,0,True,2020-03-27,CRK,0,Kiwi.com,2020-03-04T11:23:35.678089,160,436,KLO,2020-03-25,True,2020-03-07
19,20.01,0,True,2020-05-25,CNX,0,Trip.com,2020-03-07T01:26:17.175175,160,595,BKK,2020-05-22,True,2020-03-07
20,20.19,0,True,2020-04-11,SCL,0,Kiwi.com,2020-03-06T02:13:09.004312,122,388,LSC,2020-04-03,True,2020-03-07
21,20.2,0,True,2020-04-12,GDN,0,Wizz Air,2020-03-07T13:59:57.273828,150,612,BLL,2020-03-14,True,2020-03-07
22,20.22,0,True,2020-05-10,GDN,0,Ryanair,2020-03-06T17:26:12.065057,170,730,OSL,2020-05-08,True,2020-03-07
23,20.22,0,True,2020-05-10,GDN,0,Wizz Air,2020-03-06T19:07:50.832510,135,498,STO,2020-05-07,True,2020-03-07
24,20.22,0,True,2020-04-17,GDN,0,Ryanair,2020-03-06T21:11:01.233560,260,1241,LON,2020-04-01,True,2020-03-07
25,20.29,0,True,2020-04-13,MOW,0,Rusline,2020-03-07T23:14:29.540256,90,131,KLF,2020-04-10,True,2020-03-07
26,20.29,0,True,2020-03-27,KLF,0,Rusline,2020-03-06T11:32:45.386168,90,131,MOW,2020-03-09,True,2020-03-07
27,20.69,0,True,2020-05-13,BKK,0,Trip.com,2020-03-07T10:40:16.153463,180,675,HKT,2020-04-22,True,2020-03-07
28,20.72,0,True,2020-12-20,UBP,0,Trip.com,2020-03-07T14:35:17.282383,135,482,BKK,2020-12-18,True,2020-03-07
29,20.72,0,True,2020-11-12,BKK,0,Trip.com,2020-03-07T14:33:20.213644,140,482,UBP,2020-11-10,True,2020-03-07
30,20.76,0,True,2020-04-11,MIL,0,Trip.com,2020-03-05T21:13:19.629703,165,657,VIE,2020-04-04,True,2020-03-07
31,20.78,0,True,2020-05-02,STO,0,Wizz Air,2020-03-04T21:36:38.137131,135,498,GDN,2020-04-13,True,2020-03-07
32,20.79,0,True,2020-04-01,OSL,0,Wizz Air,2020-03-07T15:48:26.728618,170,730,GDN,2020-03-30,True,2020-03-07
33,20.88,0,True,2020-04-04,BRU,0,Trip.com,2020-03-06T18:00:26.238139,240,1161,WAW,2020-04-01,True,2020-03-07
34,21.22,0,True,2020-07-03,BTS,0,KupiBilet.ru,2020-03-04T16:10:02.528282,220,61,VIE,2020-07-02,True,2020-03-07
35,21.22,0,True,2020-03-10,VIE,0,KupiBilet.ru,2020-03-04T17:20:23.525647,225,61,BTS,2020-03-09,True,2020-03-07
