,value,trip_class,show_to_aff,return_date,origin,number_of_changes,gate,found_at,duration,distance,destination,depart_date,actual,snapshot_on
0,7.92,0,True,2020-05-20,NLV,0,Kiwi.com,2020-02-24T11:24:36.000952,110,373,IEV,2020-05-20,True,2020-02-26
1,10.89,0,True,2020-03-13,INI,0,Ryanair,2020-02-23T22:39:36.027218,155,647,BTS,2020-03-09,True,2020-02-26
2,10.92,0,True,2020-03-03,DUB,0,Ryanair,2020-02-23T19:04:17.146109,160,431,LON,2020-03-03,True,2020-02-26
3,10.92,0,True,2020-04-22,STR,0,Ryanair,2020-02-23T20:38:59.409085,150,547,VIE,2020-04-20,True,2020-02-26
4,11.75,0,True,2020-04-02,DTM,0,eDreams,2020-02-25T10:22:05.705651,190,744,VIE,2020-04-01,True,2020-02-26
5,13.05,0,True,2020-03-03,LON,0,Ryanair,2020-02-25T08:27:43.107808,160,470,DUB,2020-03-03,True,2020-02-26
6,14.96,0,True,2020-05-16,KUL,0,Trip.com,2020-02-24T09:14:50.990493,145,454,LGK,2020-05-14,True,2020-02-26
7,15.63,0,True,2020-03-04,LON,0,Ryanair,2020-02-23T23:42:29.177039,230,930,MIL,2020-02-26,True,2020-02-26
8,15.93,0,True,2020-05-08,KUL,0,Trip.com,2020-02-25T04:46:31.643705,125,330,TGG,2020-05-04,True,2020-02-26
9,16.54,0,True,2020-03-31,PEN,0,Trip.com,2020-02-24T08:52:22.954468,75,130,LGK,2020-03-10,True,2020-02-26
10,16.67,0,True,2020-03-15,BLL,0,Ryanair,2020-02-23T17:35:27.813445,190,723,LON,2020-03-14,True,2020-02-26
11,16.67,0,True,2020-03-11,CPH,0,Ryanair,2020-02-22T18:39:52.106461,225,950,LON,2020-03-04,True,2020-02-26
12,16.67,0,True,2020-04-06,ASF,0,Utair,2020-02-25T18:00:58.217361,155,390,VOG,2020-04-04,True,2020-02-26
13,16.67,0,True,2020-03-10,VOG,0,Utair,2020-02-26T10:18:19.820961,175,390,ASF,2020-03-06,True,2020-02-26
14,16.85,0,True,2020-03-10,KUL,0,Trip.com,2020-02-25T14:46:06.378743,130,324,PEN,2020-03-03,True,2020-02-26
15,16.96,0,True,2020-03-24,RIO,1,Biletix,2020-02-26T09:23:48.247428,620,361,BHZ,2020-03-23,True,2020-02-26
16,17.27,0,True,2020-05-25,SCL,0,Clickavia,2020-02-25T15:24:49.840237,122,388,LSC,2020-05-23,True,2020-02-26
17,17.56,0,True,2020-03-30,PEN,0,Trip.com,2020-02-24T17:09:42.642356,130,324,KUL,2020-03-27,True,2020-02-26
18,17.7,0,True,2020-04-22,CCP,0,eDreams,2020-02-23T22:34:46.307538,136,428,SCL,2020-04-21,True,2020-02-26
19,17.7,0,True,2020-07-07,BSB,1,Biletix,2020-02-22T16:06:33.849114,710,928,RIO,2020-07-01,True,2020-02-26
20,17.71,0,True,2020-03-16,VIE,0,Ryanair,2020-02-25T08:18:24.772604,150,547,STR,2020-03-12,True,2020-02-26
21,18.27,0,True,2020-03-04,BHX,0,Ryanair,2020-02-24T19:39:09.511153,140,321,DUB,2020-03-03,True,2020-02-26
22,18.73,0,True,2020-04-27,TJM,0,Utair,2020-02-26T13:38:16.173992,175,552,OMS,2020-04-25,True,2020-02-26
23,18.73,0,True,2020-04-20,OMS,0,Utair,2020-02-25T18:07:13.109735,175,552,TJM,2020-04-18,True,2020-02-26
24,18.82,0,True,2020-05-05,KUL,0,Trip.com,2020-02-24T02:49:32.644990,105,251,JHB,2020-04-30,True,2020-02-26
25,19.13,0,True,2020-03-07,JHB,0,Trip.com,2020-02-26T10:00:19.255991,105,251,KUL,2020-03-06,True,2020-02-26
26,19.16,0,True,2020-05-07,RIO,1,Biletix,2020-02-26T09:45:03.204281,910,1185,IGU,2020-05-06,True,2020-02-26
27,19.25,0,True,2020-04-22,VIE,0,Kiwi.com,2020-02-25T11:34:09.622974,180,657,MIL,2020-04-17,True,2020-02-26
28,19.32,0,True,2020-03-05,OSL,0,Kiwi.com,2020-02-22T22:14:59.529483,180,730,GDN,2020-03-03,True,2020-02-26
29,19.61,0,True,2020-04-09,FRA,0,Ryanair,2020-02-24T18:52:22.836647,225,1039,AHO,2020-03-29,True,2020-02-26
30,19.62,0,True,2020-03-25,KHE,0,Ryanair,2020-02-23T14:22:53.465533,235,1080,KTW,2020-03-15,True,2020-02-26
31,19.64,0,True,2020-05-14,BER,0,Trip.com,2020-02-26T08:40:45.243372,180,685,BUD,2020-05-13,True,2020-02-26
32,19.69,0,True,2020-09-27,BKI,0,Trip.com,2020-02-26T07:15:24.303656,100,222,SDK,2020-09-26,True,2020-02-26
33,19.87,0,True,2020-04-25,GDN,0,Ryanair,2020-02-22T19:51:51.517219,170,730,OSL,2020-04-22,True,2020-02-26
34,19.89,0,True,2020-04-27,KRK,0,Ryanair,2020-02-25T08:11:32.664395,245,1181,OSL,2020-04-24,True,2020-02-26
35,19.89,0,True,2020-04-09,GDN,0,Ryanair,2020-02-23T11:18:39.883632,120,379,WRO,2020-04-07,True,2020-02-26
36,19.89,0,True,2020-04-19,KTW,0,Ryanair,2020-02-23T14:55:42.168051,240,1080,KHE,2020-04-08,True,2020-02-26
37,19.89,0,True,2020-05-12,KTW,0,Wizz Air,2020-02-25T07:05:43.387460,205,934,STO,2020-05-07,True,2020-02-26
38,19.89,0,True,2020-04-11,KTW,0,Ryanair,2020-02-23T20:35:19.011381,220,964,ODS,2020-04-04,True,2020-02-26
39,19.89,0,True,2020-04-05,GDN,0,Ryanair,2020-02-23T10:54:18.340265,140,498,STO,2020-04-02,True,2020-02-26
40,19.89,0,True,2020-03-25,KRK,0,Ryanair,2020-02-23T15:03:02.438257,150,528,BER,2020-03-18,True,2020-02-26
41,20.12,0,True,2020-03-10,GDN,0,Wizz Air,2020-02-26T11:27:52.160739,155,612,BLL,2020-03-07,True,2020-02-26
42,20.15,0,True,2020-03-11,EVN,0,City.Travel,2020-02-26T14:45:38.785662,315,82,LWN,2020-03-04,True,2020-02-26
43,20.15,0,True,2020-02-29,LWN,0,City.Travel,2020-02-23T21:55:36.579627,315,82,EVN,2020-02-27,True,2020-02-26
44,20.3,0,True,2020-04-08,STO,0,Wizz Air,2020-02-25T21:52:18.349225,135,498,GDN,2020-04-06,True,2020-02-26
45,20.32,0,True,2020-03-04,OSL,0,Kiwi.com,2020-02-24T19:42:58.620414,255,1164,LON,2020-03-02,True,2020-02-26
46,20.59,0,True,2020-03-23,WRO,0,Wizz Air,2020-02-26T13:03:32.317074,195,853,STO,2020-03-20,True,2020-02-26
47,20.67,0,True,2020-03-26,BRU,0,Trip.com,2020-02-26T10:58:59.535086,250,1161,WAW,2020-03-19,True,2020-02-26
48,20.73,0,True,2020-04-19,VLC,0,BudgetAir.es,2020-02-25T10:44:33.211573,110,274,PMI,2020-04-16,True,2020-02-26
49,20.73,0,True,2020-04-16,VIE,1,City.Travel,2020-02-24T12:05:53.135873,1165,786,DUS,2020-04-02,True,2020-02-26
50,20.81,0,True,2020-03-21,VIE,0,Trip.com,2020-02-25T11:19:41.583831,215,780,ROM,2020-03-19,True,2020-02-26
51,20.89,0,True,2020-04-01,MIL,0,Kiwi.com,2020-02-23T20:18:39.469225,180,657,VIE,2020-03-30,True,2020-02-26
52,20.93,0,True,2020-06-22,BUD,0,Ryanair,2020-02-23T01:18:01.186450,180,685,BER,2020-06-20,True,2020-02-26
53,21.1,0,True,2020-07-31,KLF,0,Rusline,2020-02-25T00:56:29.607588,90,131,MOW,2020-07-19,True,2020-02-26
54,21.1,0,True,2020-05-24,MOW,0,Rusline,2020-02-26T14:36:58.636171,90,131,KLF,2020-05-22,True,2020-02-26
55,21.15,0,True,2020-03-05,BTS,0,KupiBilet.ru,2020-02-23T18:33:09.094175,225,61,VIE,2020-03-02,True,2020-02-26
56,21.15,0,True,2020-03-13,VIE,0,KupiBilet.ru,2020-02-23T10:08:49.634469,225,61,BTS,2020-02-27,True,2020-02-26
57,21.23,0,True,2020-04-06,BRU,0,FlightNetwork,2020-02-25T20:17:20.205856,240,1130,BUD,2020-04-01,True,2020-02-26
58,21.4,0,True,2020-06-17,SBW,0,Trip.com,2020-02-24T05:13:04.753741,160,607,BKI,2020-05-15,True,2020-02-26
59,21.41,0,True,2020-03-28,BTU,0,Trip.com,2020-02-24T06:29:23.652377,105,354,KCH,2020-03-25,True,2020-02-26
60,21.49,0,True,2020-03-22,VIE,0,Kiwi.com,2020-02-24T11:32:47.255425,265,1387,OSL,2020-03-18,True,2020-02-26
61,21.56,0,True,2020-06-18,BTU,0,Trip.com,2020-02-25T06:47:43.305443,140,452,BKI,2020-06-15,True,2020-02-26
62,21.7,0,True,2020-05-23,PWQ,0,Tickets.kz,2020-02-23T07:26:07.953429,125,407,TSE,2020-05-18,True,2020-02-26
63,21.72,0,True,2020-03-05,TSE,0,Tickets.kz,2020-02-24T04:49:21.792849,135,407,PWQ,2020-03-03,True,2020-02-26
64,21.72,0,True,2020-04-25,BKK,0,Trip.com,2020-02-25T09:40:04.607158,160,595,CNX,2020-04-23,True,2020-02-26
65,21.8,0,True,2020-03-27,FRA,0,Ryanair,2020-02-24T10:43:47.859795,265,1225,BRI,2020-03-23,True,2020-02-26
66,21.8,0,True,2020-03-26,CGN,0,Ryanair,2020-02-24T21:50:12.577804,235,953,DUB,2020-03-24,True,2020-02-26
67,21.8,0,True,2020-03-13,BER,0,Ryanair,2020-02-24T01:20:29.086009,190,752,VCE,2020-03-10,True,2020-02-26
68,21.8,0,True,2020-04-10,MIL,0,Ryanair,2020-02-24T13:12:28.911498,185,760,BRI,2020-04-03,True,2020-02-26
69,21.8,0,True,2020-03-25,CGN,0,Ryanair,2020-02-22T20:02:30.314860,180,643,CPH,2020-03-22,True,2020-02-26
70,21.8,0,True,2020-04-30,MIL,0,Ryanair,2020-02-24T13:29:22.572951,240,930,LON,2020-04-22,True,2020-02-26
71,21.8,0,True,2020-03-11,KCH,0,Trip.com,2020-02-24T11:39:03.770772,105,354,BTU,2020-03-10,True,2020-02-26
72,21.8,0,True,2020-03-06,FRA,0,Ryanair,2020-02-22T21:34:33.446020,240,1084,DUB,2020-03-02,True,2020-02-26
73,21.8,0,True,2020-04-09,CGN,0,Ryanair,2020-02-23T18:42:03.161501,175,610,MIL,2020-04-06,True,2020-02-26
74,21.8,0,True,2020-03-14,FKB,0,Ryanair,2020-02-22T16:24:41.761054,175,653,LON,2020-03-11,True,2020-02-26
75,21.8,0,True,2020-05-09,MIL,0,Ryanair,2020-02-23T21:47:40.570978,165,556,AHO,2020-05-06,True,2020-02-26
76,21.8,0,True,2020-03-05,TLS,0,Ryanair,2020-02-23T14:41:02.601999,230,1030,LIS,2020-03-03,True,2020-02-26
77,21.8,0,True,2020-03-12,MAD,0,Ryanair,2020-02-23T08:51:57.868649,265,1149,MIL,2020-03-10,True,2020-02-26
78,21.8,0,True,2020-03-25,CGN,0,Ryanair,2020-02-23T13:19:17.137228,220,947,WAW,2020-03-23,True,2020-02-26
79,21.8,0,True,2020-03-23,TLS,0,Ryanair,2020-02-22T19:31:42.405906,230,922,LON,2020-03-19,True,2020-02-26
80,21.8,0,True,2020-04-05,EIN,0,Ryanair,2020-02-25T08:39:27.135389,220,1049,WAW,2020-04-01,True,2020-02-26
81,21.8,0,True,2020-03-06,VCE,0,Ryanair,2020-02-24T21:19:58.488667,160,556,NAP,2020-03-03,True,2020-02-26
82,21.8,0,True,2020-03-01,CGN,0,Ryanair,2020-02-23T21:46:27.708223,175,687,BRS,2020-02-28,True,2020-02-26
83,21.8,0,True,2020-04-25,MIL,0,Ryanair,2020-02-23T15:07:18.291808,215,969,SUF,2020-03-28,True,2020-02-26
84,21.8,0,True,2020-03-28,NUE,0,Ryanair,2020-02-24T20:58:43.551371,150,438,MIL,2020-03-26,True,2020-02-26
85,21.8,0,True,2020-03-16,FRA,0,Ryanair,2020-02-24T22:23:30.081568,255,1197,CAG,2020-03-13,True,2020-02-26
86,21.8,0,True,2020-04-02,ROM,0,Ryanair,2020-02-24T12:20:48.118591,150,407,PMO,2020-04-01,True,2020-02-26
87,21.8,0,True,2020-03-20,PFO,0,Ryanair,2020-02-24T09:25:31.157020,140,373,TLV,2020-03-18,True,2020-02-26
88,21.8,0,True,2020-04-02,DUB,0,Ryanair,2020-02-25T06:25:14.864860,135,335,EDI,2020-03-31,True,2020-02-26
89,21.8,0,True,2020-05-10,SUF,0,Ryanair,2020-02-23T14:50:14.185391,180,747,BLQ,2020-05-07,True,2020-02-26
90,21.8,0,True,2020-05-06,ROM,0,Ryanair,2020-02-23T21:11:06.296677,130,383,BRI,2020-04-29,True,2020-02-26
91,21.8,0,True,2020-03-15,DTM,0,Ryanair,2020-02-22T21:25:38.361233,165,508,LON,2020-03-13,True,2020-02-26
92,21.8,0,True,2020-04-02,SOF,0,Wizz Air,2020-02-25T09:56:31.481620,240,1141,MIL,2020-03-31,True,2020-02-26
93,21.8,0,True,2020-04-27,BCN,0,Ryanair,2020-02-22T21:22:02.828564,270,1190,LON,2020-04-25,True,2020-02-26
94,21.8,0,True,2020-04-02,BER,0,Ryanair,2020-02-22T20:44:22.315782,150,528,KRK,2020-03-17,True,2020-02-26
95,21.8,0,True,2020-04-01,NAP,0,Ryanair,2020-02-23T15:27:09.898365,170,648,MIL,2020-04-01,True,2020-02-26
96,21.8,0,True,2020-03-09,TSR,0,Ryanair,2020-02-23T11:03:53.040317,130,397,BUH,2020-03-07,True,2020-02-26
97,21.8,0,True,2020-04-14,ZAD,0,Ryanair,2020-02-24T19:24:32.171371,285,1413,LON,2020-04-07,True,2020-02-26
98,21.8,0,True,2020-03-10,BUH,0,Ryanair,2020-02-24T07:03:02.116930,130,397,TSR,2020-03-03,True,2020-02-26
99,21.8,0,True,2020-03-30,CGN,0,Ryanair,2020-02-24T10:12:06.687756,160,488,LON,2020-03-26,True,2020-02-26
100,21.8,0,True,2020-04-04,MIL,0,Ryanair,2020-02-24T11:37:15.381583,170,648,NAP,2020-03-25,True,2020-02-26
101,21.8,0,True,2020-04-29,BRU,0,Ryanair,2020-02-22T21:09:19.477907,195,793,CPH,2020-04-22,True,2020-02-26
102,21.8,0,True,2020-03-27,DEB,0,Wizz Air,2020-02-25T21:45:52.491428,220,1013,MIL,2020-03-23,True,2020-02-26
103,21.8,0,True,2020-03-14,REU,0,Ryanair,2020-02-23T12:31:43.835761,270,1196,LON,2020-03-10,True,2020-02-26
104,21.8,0,True,2020-03-31,CGN,0,Ryanair,2020-02-23T23:36:33.878385,285,1305,PMI,2020-03-30,True,2020-02-26
105,21.8,0,True,2020-03-21,FRA,0,Ryanair,2020-02-23T20:36:29.471233,165,494,MIL,2020-03-17,True,2020-02-26
106,21.8,0,True,2020-03-30,BRI,0,Ryanair,2020-02-23T23:58:42.366445,195,819,MIL,2020-03-27,True,2020-02-26
107,21.8,0,True,2020-03-20,SUF,0,Ryanair,2020-02-25T06:23:02.708644,210,923,MIL,2020-03-18,True,2020-02-26
108,21.8,0,True,2020-03-10,BRU,0,Ryanair,2020-02-23T08:14:29.643464,205,793,TLS,2020-03-04,True,2020-02-26
109,21.8,0,True,2020-05-20,ROM,0,Ryanair,2020-02-24T14:37:25.433651,165,537,CTA,2020-05-13,True,2020-02-26
110,21.8,0,True,2020-03-08,EIN,0,Ryanair,2020-02-22T22:09:18.406355,145,356,LON,2020-03-03,True,2020-02-26
111,21.8,0,True,2020-04-23,MAD,0,Ryanair,2020-02-24T23:54:42.310370,175,565,TNG,2020-04-20,True,2020-02-26
112,21.8,0,True,2020-03-25,BRU,0,Ryanair,2020-02-22T16:40:24.984540,260,1221,STO,2020-03-15,True,2020-02-26
113,21.8,0,True,2020-03-23,BRE,0,Ryanair,2020-02-24T19:26:39.628786,175,591,LON,2020-03-18,True,2020-02-26
114,21.8,0,True,2020-03-15,PSA,0,Ryanair,2020-02-24T17:46:37.506339,145,506,CAG,2020-03-08,True,2020-02-26
115,22.01,0,True,2020-03-30,WAW,0,Kiwi.com,2020-02-26T14:12:34.010156,225,1026,OSL,2020-03-26,True,2020-02-26
116,22.12,0,True,2020-05-05,PMI,0,Ryanair,2020-02-24T10:23:08.686001,115,202,BCN,2020-04-29,True,2020-02-26
117,22.12,0,True,2020-05-25,PMI,0,Ryanair,2020-02-24T02:00:23.010998,120,274,VLC,2020-05-19,True,2020-02-26
118,22.27,0,True,2020-03-21,CGY,0,Trip.com,2020-02-23T15:59:21.670676,100,222,CEB,2020-03-10,True,2020-02-26
119,22.35,0,True,2020-03-11,FMM,0,FlightNetwork,2020-02-26T13:33:08.254533,200,875,TSR,2020-03-04,True,2020-02-26
120,22.37,0,True,2020-04-08,VLC,0,Ryanair,2020-02-24T05:50:33.893467,90,172,IBZ,2020-04-06,True,2020-02-26
121,22.5,0,True,2020-03-31,WAW,0,Trip.com,2020-02-26T14:09:51.379882,245,1161,BRU,2020-03-26,True,2020-02-26
122,22.5,0,True,2020-05-05,XAP,1,Mytrip.com,2020-02-26T00:55:43.362013,1165,408,FLN,2020-05-05,True,2020-02-26
123,22.52,0,True,2020-04-11,KTW,0,Kiwi.com,2020-02-26T13:56:06.187967,235,1118,OSL,2020-04-09,True,2020-02-26
124,22.53,0,True,2020-04-18,BCN,0,Ryanair,2020-02-23T12:47:27.025794,125,276,IBZ,2020-04-02,True,2020-02-26
125,22.61,0,True,2020-04-27,CNX,0,Trip.com,2020-02-26T15:08:19.649479,160,595,BKK,2020-04-23,True,2020-02-26
126,22.67,0,True,2020-04-27,BKK,0,Trip.com,2020-02-25T23:11:16.331113,170,702,CEI,2020-04-25,True,2020-02-26
127,22.77,0,True,2020-05-05,SAO,1,Mytrip.com,2020-02-25T05:01:44.617179,465,524,BHZ,2020-05-02,True,2020-02-26
128,22.89,0,True,2020-03-07,FRA,0,Ryanair,2020-02-22T20:14:15.807490,270,1273,BDS,2020-02-29,True,2020-02-26
129,23.01,0,True,2020-03-12,TWU,0,Trip.com,2020-02-24T07:18:55.074370,105,274,BKI,2020-03-10,True,2020-02-26
130,23.06,0,True,2020-07-20,CEI,0,Trip.com,2020-02-24T01:54:08.488765,170,702,BKK,2020-07-18,True,2020-02-26
131,23.15,0,True,2020-03-21,LGK,0,Budgetair.my,2020-02-24T08:58:17.818446,140,454,KUL,2020-03-19,True,2020-02-26
132,23.23,0,True,2020-03-16,BLL,0,Kiwi.com,2020-02-26T13:05:14.060363,230,987,VIE,2020-03-13,True,2020-02-26
133,23.27,0,True,2020-03-19,IBZ,0,Ryanair,2020-02-23T19:40:20.310252,160,457,MAD,2020-03-16,True,2020-02-26
134,23.29,0,True,2020-03-09,MAD,0,Ryanair,2020-02-24T20:53:30.853055,160,457,IBZ,2020-03-06,True,2020-02-26
135,23.31,0,True,2020-06-22,BCN,0,Kiwi.com,2020-02-24T11:29:30.467123,125,295,VLC,2020-06-15,True,2020-02-26
136,23.34,0,True,2020-04-18,KTW,0,Kiwi.com,2020-02-26T15:06:01.144333,205,876,MIL,2020-04-12,True,2020-02-26
137,23.41,0,True,2020-04-21,ALG,0,Mytrip.com,2020-02-25T19:13:10.780014,75,166,BJA,2020-04-11,True,2020-02-26
138,23.43,0,True,2020-09-09,RIO,1,Mytrip.com,2020-02-25T22:20:03.002198,775,928,BSB,2020-09-03,True,2020-02-26
139,23.43,0,True,2020-03-29,SCL,0,eDreams,2020-02-25T18:18:01.474657,158,679,CPO,2020-03-25,True,2020-02-26
140,23.63,0,True,2020-03-31,WRY,0,Tickets.ru,2020-02-23T22:32:12.746878,4,2,PPW,2020-03-17,True,2020-02-26
141,23.64,0,True,2020-04-26,LON,0,Trip.com,2020-02-24T09:54:09.671429,250,1164,OSL,2020-04-23,True,2020-02-26
142,23.77,0,True,2020-05-16,CDP,0,MyHolidays,2020-02-23T09:18:51.981901,120,226,MAA,2020-05-15,True,2020-02-26
143,23.83,0,True,2020-02-27,IZM,0,Pegasus Airlines,2020-02-24T18:25:23.712481,135,344,IST,2020-02-26,True,2020-02-26
144,23.89,0,True,2020-03-18,CGN,0,Kiwi.com,2020-02-26T00:20:45.460612,185,746,VIE,2020-03-17,True,2020-02-26
145,23.92,0,True,2020-04-17,PPW,0,Tickets.ru,2020-02-26T01:38:35.243266,39,43,KOI,2020-04-16,True,2020-02-26
146,23.92,0,True,2020-03-10,PPW,0,Tickets.ru,2020-02-26T01:33:04.275390,4,2,WRY,2020-03-07,True,2020-02-26
147,23.95,0,True,2020-03-11,BKK,0,AirPaz,2020-02-25T10:07:12.553166,130,482,UBP,2020-03-09,True,2020-02-26
148,23.97,0,True,2020-05-24,SCQ,0,Ryanair,2020-02-22T18:08:19.957748,155,485,MAD,2020-05-20,True,2020-02-26
149,23.97,0,True,2020-04-26,SDR,0,Ryanair,2020-02-23T10:39:14.586891,165,538,BCN,2020-04-22,True,2020-02-26
150,23.98,0,True,2020-04-10,MAD,0,Ryanair,2020-02-24T15:51:31.915486,155,485,SCQ,2020-04-07,True,2020-02-26
151,24.14,0,True,2020-03-01,BJA,0,Mytrip.com,2020-02-26T14:31:23.949410,60,166,ALG,2020-02-28,True,2020-02-26
152,24.28,0,True,2020-03-14,WRO,0,Ryanair,2020-02-24T19:32:55.727677,250,1132,ODS,2020-03-03,True,2020-02-26
153,24.38,0,True,2020-03-05,BKK,0,Trip.com,2020-02-25T11:46:17.297965,180,675,HKT,2020-03-02,True,2020-02-26
154,24.52,0,True,2020-05-16,XAP,2,Mytrip.com,2020-02-24T14:57:52.250466,2935,248,IGU,2020-05-13,True,2020-02-26
155,24.57,0,True,2020-02-27,IST,0,Svyaznoy Travel,2020-02-22T17:05:14.213845,125,348,DNZ,2020-02-27,True,2020-02-26
156,24.65,0,True,2020-02-28,DNZ,0,MEGO.travel,2020-02-25T04:34:06.130317,125,348,IST,2020-02-27,True,2020-02-26
157,24.95,0,True,2020-05-24,STW,0,Utair,2020-02-25T14:29:29.107554,150,266,AER,2020-04-19,True,2020-02-26
158,24.95,0,True,2020-03-15,AER,0,Utair,2020-02-26T08:51:20.450111,180,266,STW,2020-03-01,True,2020-02-26
159,24.98,0,True,2020-06-09,SCL,0,MyHolidays,2020-02-24T22:52:05.290325,253,1226,CJC,2020-06-08,True,2020-02-26
160,24.98,0,True,2020-03-17,KUL,0,MyHolidays,2020-02-23T04:37:06.113000,85,202,KUA,2020-03-12,True,2020-02-26
161,25.06,0,True,2020-03-19,BTS,0,Ryanair,2020-02-24T20:13:31.469162,275,1274,LON,2020-03-14,True,2020-02-26
162,25.08,0,True,2020-04-01,TLV,0,Ryanair,2020-02-23T22:45:16.746239,140,373,PFO,2020-03-29,True,2020-02-26
163,25.08,0,True,2020-03-08,BER,0,Ryanair,2020-02-25T05:22:39.280744,315,1562,KIR,2020-03-05,True,2020-02-26
164,25.08,0,True,2020-03-30,GRO,0,Ryanair,2020-02-22T18:16:12.945255,245,1081,EIN,2020-03-19,True,2020-02-26
165,25.08,0,True,2020-05-02,BCN,0,Ryanair,2020-02-23T06:49:54.213352,210,831,NDR,2020-04-25,True,2020-02-26
166,25.12,0,True,2020-04-27,BKK,0,AirPaz,2020-02-25T04:14:13.214964,160,609,NST,2020-04-27,True,2020-02-26
167,25.14,0,True,2020-03-28,BRU,0,Ryanair,2020-02-25T03:11:31.615780,210,877,WRO,2020-03-14,True,2020-02-26
168,25.14,0,True,2020-04-13,KUL,0,Trip.com,2020-02-26T12:27:35.613825,130,385,KBR,2020-04-09,True,2020-02-26
169,25.22,0,True,2020-03-07,KUA,0,Trip.com,2020-02-23T01:12:49.667394,110,202,KUL,2020-03-03,True,2020-02-26
170,25.23,0,True,2020-03-29,KBR,0,Budgetair.my,2020-02-26T08:06:50.618851,130,347,KUL,2020-03-26,True,2020-02-26
171,25.29,0,True,2020-04-20,STR,1,Kiwi.com,2020-02-24T20:12:26.793481,780,338,MIL,2020-04-18,True,2020-02-26
172,25.34,0,True,2020-06-06,PMC,0,FlightNetwork,2020-02-26T14:48:48.045133,210,916,SCL,2020-06-05,True,2020-02-26
173,25.38,0,True,2020-03-23,STO,0,Ryanair,2020-02-22T19:18:22.470378,185,741,WAW,2020-03-20,True,2020-02-26
174,25.42,0,True,2020-03-10,DUB,0,Ryanair,2020-02-25T06:05:35.600965,125,263,MAN,2020-03-10,True,2020-02-26
175,25.43,0,True,2020-03-03,HKT,0,Trip.com,2020-02-26T03:08:31.949948,180,675,BKK,2020-03-02,True,2020-02-26
176,25.54,0,True,2020-06-21,FLN,1,Mytrip.com,2020-02-25T22:18:03.494523,310,408,XAP,2020-06-18,True,2020-02-26
177,25.57,0,True,2020-03-03,IST,0,Kiwi.com,2020-02-26T14:56:16.820187,130,323,ANK,2020-03-03,True,2020-02-26
178,25.57,0,True,2020-04-04,MGF,2,Mytrip.com,2020-02-24T02:03:47.005883,1100,367,CWB,2020-04-01,True,2020-02-26
179,25.63,0,True,2020-03-20,ANK,0,Kiwi.com,2020-02-26T11:28:36.404811,130,323,IST,2020-03-20,True,2020-02-26
180,25.63,0,True,2020-03-05,BRE,0,Kiwi.com,2020-02-24T20:19:12.078684,200,775,VIE,2020-03-03,True,2020-02-26
181,25.68,0,True,2020-04-01,VIE,0,Kiwi.com,2020-02-23T07:53:38.019802,170,548,WAW,2020-03-25,True,2020-02-26
182,25.79,0,True,2020-03-16,BKK,0,Gotogate,2020-02-24T01:15:51.083573,135,367,KKC,2020-03-13,True,2020-02-26
183,25.88,0,True,2020-02-29,BKK,0,Gotogate,2020-02-24T07:33:54.866604,125,319,PHS,2020-02-27,True,2020-02-26
184,25.88,0,True,2020-02-26,KKC,0,Gotogate,2020-02-24T03:20:19.745759,125,367,BKK,2020-02-26,True,2020-02-26
185,25.88,0,True,2020-03-27,BKK,0,Gotogate,2020-02-24T07:07:15.996602,130,450,UTH,2020-02-27,True,2020-02-26
