,value,trip_class,show_to_aff,return_date,origin,number_of_changes,gate,found_at,duration,distance,destination,depart_date,actual,snapshot_on
0,0.69,0,True,2020-03-17,SRG,0,eDreams,2020-03-02T16:22:00.180572,135,421,JKT,2020-03-17,True,2020-03-04
1,3.07,0,True,2020-05-13,IEV,1,Kiwi.com,2020-03-03T05:50:35.895622,635,2140,LON,2020-04-07,True,2020-03-04
2,5.43,0,True,2020-03-21,MNL,1,eDreams,2020-03-04T06:20:26.856055,2080,2996,TYO,2020-03-07,True,2020-03-04
3,5.66,0,True,2020-05-25,MNL,1,eDreams,2020-03-03T09:43:21.568368,2215,347,KLO,2020-04-24,True,2020-03-04
4,5.78,0,True,2020-05-01,IEV,1,Kiwi.com,2020-03-03T00:22:06.781105,1010,789,KRK,2020-03-26,True,2020-03-04
5,7.1,0,True,2020-04-22,LWO,1,Kiwi.com,2020-03-02T23:33:32.428181,1440,1250,ROM,2020-03-05,True,2020-03-04
6,7.15,0,True,2020-06-28,BEG,1,Kiwi.com,2020-03-03T07:29:48.040523,2735,7396,YTO,2020-05-10,True,2020-03-04
7,8.01,0,True,2020-05-10,IEV,1,Kiwi.com,2020-03-03T00:09:38.186784,1080,1059,IST,2020-03-29,True,2020-03-04
8,8.23,0,True,2020-03-04,IFO,0,Kiwi.com,2020-03-03T05:40:19.733062,155,473,IEV,2020-03-04,True,2020-03-04
9,8.32,0,True,2020-05-10,PED,0,Kiwi.com,2020-03-03T06:21:56.277760,240,1078,IEV,2020-04-19,True,2020-03-04
10,10.05,0,True,2020-08-31,ODS,1,Kiwi.com,2020-03-03T05:08:26.130284,490,625,IST,2020-07-31,True,2020-03-04
11,11.14,0,True,2020-03-15,IFO,1,Kiwi.com,2020-03-03T06:51:19.137133,420,601,MSQ,2020-03-13,True,2020-03-04
12,13.24,0,True,2020-03-31,SHJ,1,Kiwi.com,2020-03-03T06:49:57.829637,505,888,RUH,2020-03-16,True,2020-03-04
13,14.28,0,True,2020-08-30,OZH,1,Kiwi.com,2020-03-03T05:17:46.813385,530,922,IST,2020-07-12,True,2020-03-04
14,14.88,0,True,2020-05-16,KUL,0,Trip.com,2020-03-03T16:30:26.493334,150,454,LGK,2020-05-12,True,2020-03-04
15,15.02,0,True,2020-06-15,CPH,1,Kiwi.com,2020-03-02T23:32:37.971720,490,996,LWO,2020-06-01,True,2020-03-04
16,15.52,0,True,2020-07-28,DNK,1,Kiwi.com,2020-03-03T03:37:16.712548,590,899,BOJ,2020-07-14,True,2020-03-04
